ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
DFF7,Masculino,40,Branco,Ensino Superior,PB,8,Operacoes,Analista Junior
62D4,Masculino,21,Branco,Ensino Superior,RN,5,Operacoes,Analista Junior
2FDD,Masculino,48,Pardo,Ensino Medio,RJ,3,Desenvolvimento de Produtos,Analista Junior
FDC5,Masculino,20,Branco,Mestrado,RR,,Compras,Analista Pleno
2065,Masculino,37,Pardo,Ensino Superior,RR,5,Operacoes,Gerente
BC08,Masculino,47,Pardo,Ensino Superior,AP,2,Administrativo,Analista Pleno
E01D,Feminino,31,Branco,Pos graduacao,RS,5,Operacoes,Gerente
BA3C,Masculino,36,Pardo,Pos graduacao,PA,6,Administrativo,Analista Junior
5192,Feminino,42,Branco,Ensino Superior,PI,7,Marketing,Analista Pleno
3D1C,Masculino,40,Pardo,Ensino Superior,AP,6,Marketing,Analista Senior
F121,Masculino,25,Pardo,Mestrado,SP,,TI,Analista Pleno
6603,Masculino,25,Branco,Pos graduacao,GO,4,Operacoes,Analista Senior
F3CA,Feminino,48,Branco,Ensino Medio,RO,5,Marketing,Analista Pleno
3BA9,Masculino,25,Branco,Ensino Superior,CE,6,Operacoes,Analista Senior
795E,Masculino,25,Branco,Ensino Superior,SP,0,TI,Gerente
F6D0,Masculino,42,Pardo,Ensino Superior,BA,6,Contabilidade,Gerente
BD53,Masculino,25,Pardo,Ensino Superior,RN,3,TI,Analista Junior
186E,Masculino,34,Preto,Ensino Medio,MG,7,Administrativo,Analista Junior
EC2B,Masculino,43,Pardo,Ensino Superior,PR,0,Compras,Analista Pleno
6C58,Masculino,22,Branco,Ensino Superior,RJ,,TI,Analista Senior
B0E3,Masculino,20,Branco,Ensino Superior,CE,,Contabilidade,Analista Senior
D005,Masculino,43,Pardo,Ensino Superior,MG,8,Marketing,Analista Junior
1963,Feminino,32,Branco,Pos graduacao,AP,10,Compras,Analista Senior
75E1,Masculino,43,Pardo,Doutorado,PE,3,Desenvolvimento de Produtos,Analista Junior
36C6,Masculino,36,Branco,Ensino Superior,TO,7,Compras,Gerente
FC3B,Feminino,23,Branco,Ensino Medio,DF,6,Vendas,Gerente
7019,Masculino,21,Pardo,Ensino Superior,RN,1,Marketing,Analista Pleno
9422,Masculino,21,Branco,Ensino Superior,TO,,TI,Analista Pleno
895B,Masculino,19,Branco,Mestrado,PR,4,TI,Analista Pleno
0868,Feminino,49,Pardo,Ensino Superior,MG,9,Operacoes,Gerente
8210,Masculino,22,Pardo,Pos graduacao,RS,5,Compras,Analista Junior
5FDE,Feminino,38,Pardo,Ensino Superior,SC,6,TI,Analista Junior
4591,Masculino,18,Branco,Mestrado,SP,,Contabilidade,Gerente
1EA5,Feminino,38,Pardo,Ensino Superior,GO,3,Administrativo,Analista Junior
7232,Feminino,42,Branco,Ensino Superior,PA,,Desenvolvimento de Produtos,Analista Junior
3C9F,Masculino,30,Branco,Ensino Superior,AC,8,Marketing,Analista Junior
16BB,Masculino,30,Pardo,Mestrado,TO,11,Desenvolvimento de Produtos,Gerente
083C,Masculino,29,Branco,Ensino Superior,SE,5,Administrativo,Analista Senior
395B,Masculino,20,Pardo,Ensino Superior,AC,1,Administrativo,Analista Senior
49BB,Masculino,34,Pardo,Ensino Superior,RJ,9,Administrativo,Analista Pleno
96C0,Masculino,34,Branco,Ensino Superior,PR,2,Marketing,Analista Junior
57CD,Masculino,33,Pardo,Ensino Superior,MG,6,Desenvolvimento de Produtos,Analista Pleno
B69E,Masculino,37,Branco,Pos graduacao,RJ,6,Compras,Gerente
DBF5,Masculino,21,Branco,Ensino Superior,AP,4,Vendas,Analista Senior
B443,Masculino,31,Pardo,Doutorado,RS,6,Vendas,Analista Senior
DCD9,Feminino,27,Pardo,Ensino Superior,PE,9,Contabilidade,Analista Pleno
5F8D,Masculino,51,Pardo,Ensino Superior,PI,2,Vendas,Analista Junior
BAD7,Feminino,21,Pardo,Ensino Superior,RO,,Marketing,Analista Pleno
F482,Masculino,46,Pardo,Ensino Superior,SP,3,Operacoes,Analista Pleno
8782,Masculino,42,Branco,Doutorado,RJ,5,Compras,Analista Senior
5EB2,Masculino,30,Branco,Ensino Superior,TO,3,Operacoes,Analista Pleno
6B64,Masculino,41,Pardo,Ensino Superior,RJ,4,Marketing,Analista Senior
5853,Masculino,31,Pardo,Ensino Superior,DF,6,Vendas,Analista Pleno
6EEF,Masculino,35,Branco,Ensino Superior,PA,9,Recursos Humanos,Gerente
2D1A,Masculino,25,Pardo,Ensino Superior,MT,9,Operacoes,Analista Junior
FB9C,Masculino,45,Pardo,Ensino Superior,AC,5,Vendas,Analista Senior
C6FF,Masculino,40,Branco,Ensino Superior,TO,4,Recursos Humanos,Analista Pleno
E297,Masculino,24,Pardo,Ensino Superior,SP,10,Operacoes,Analista Pleno
E625,Masculino,23,Branco,Ensino Superior,SP,6,Administrativo,Analista Pleno
C625,Masculino,22,Preto,Ensino Medio,AP,4,Marketing,Analista Senior
2138,Masculino,25,Pardo,Ensino Superior,SC,8,Contabilidade,Analista Junior
DAE0,Feminino,34,Pardo,Ensino Superior,PR,,TI,Analista Pleno
01DE,Feminino,39,Branco,Ensino Superior,AL,1,Marketing,Gerente
9509,Feminino,26,Branco,Ensino Superior,AM,3,Vendas,Analista Pleno
08A6,Masculino,20,Preto,Ensino Superior,SC,0,Compras,Estagiario
13D8,Masculino,19,Pardo,Pos graduacao,PR,3,Vendas,Gerente
C3C5,Feminino,24,Pardo,Ensino Superior,MA,4,Administrativo,Analista Junior
F709,Masculino,19,Branco,Ensino Superior,SC,4,Vendas,Analista Pleno
0052,Masculino,21,Branco,Ensino Superior,SC,,Compras,Gerente
44E2,Masculino,41,Branco,Ensino Superior,TO,7,Compras,Analista Junior
6D87,Masculino,24,Branco,Pos graduacao,MG,9,Desenvolvimento de Produtos,Analista Pleno
FF41,Masculino,25,Branco,Ensino Superior,RN,7,Marketing,Analista Pleno
C3FF,Masculino,31,Branco,Doutorado,RJ,10,TI,Analista Senior
99E1,Masculino,42,Pardo,Ensino Superior,AL,8,Recursos Humanos,Analista Junior
79AE,Masculino,26,Pardo,Doutorado,RO,3,Contabilidade,Analista Junior
45DE,Masculino,22,Pardo,Ensino Superior,MA,4,Administrativo,Analista Junior
E0B2,Masculino,43,Branco,Ensino Superior,GO,1,Vendas,Analista Pleno
0E06,Masculino,24,Branco,Ensino Superior,MT,7,Contabilidade,Analista Junior
3687,Feminino,32,Pardo,Ensino Superior,AL,0,Vendas,Analista Junior
E824,Masculino,19,Branco,Pos graduacao,SE,,Vendas,Analista Junior
9D85,Masculino,30,Pardo,Mestrado,SP,10,Operacoes,Analista Senior
8C70,Masculino,38,Preto,Pos graduacao,RS,8,Desenvolvimento de Produtos,Analista Junior
0BB4,Feminino,18,Pardo,Ensino Superior,RN,,TI,Analista Pleno
09CE,Feminino,31,Branco,Ensino Superior,MG,5,Operacoes,Analista Senior
C41E,Masculino,35,Branco,Ensino Superior,SP,9,TI,Analista Junior
7544,Masculino,36,Pardo,Ensino Superior,PR,10,Operacoes,Gerente
81E5,Masculino,18,Branco,Mestrado,RJ,,Recursos Humanos,Gerente
AC5B,Masculino,33,Pardo,Ensino Superior,SC,7,Marketing,Gerente
6D2F,Masculino,19,Branco,Ensino Superior,PA,,Marketing,Analista Junior
9962,Masculino,27,Branco,Pos graduacao,ES,7,Vendas,Gerente
4CBE,Masculino,34,Indigena,Ensino Superior,CE,3,Operacoes,Analista Pleno
3DB1,Masculino,43,Branco,Ensino Superior,RS,10,Contabilidade,Analista Junior
42D0,Masculino,24,Pardo,Ensino Superior,SC,5,Vendas,Analista Senior
830F,Feminino,23,Pardo,Ensino Superior,PA,6,Vendas,Analista Senior
7792,Masculino,33,Branco,Ensino Superior,SC,8,TI,Analista Pleno
83AA,Masculino,25,Pardo,Ensino Superior,PR,10,Marketing,Gerente
1372,Masculino,42,Branco,Ensino Superior,PE,3,Administrativo,Analista Junior
EA17,Masculino,26,Branco,Ensino Superior,MA,7,Administrativo,Analista Senior
92E8,Masculino,42,Pardo,Pos graduacao,AP,8,TI,Analista Junior
CFA1,Masculino,37,Branco,Ensino Medio,AL,,Vendas,Analista Senior
886E,Masculino,24,Pardo,Ensino Superior,AL,9,Vendas,Analista Junior
2CF0,Masculino,40,Pardo,Pos graduacao,SC,7,Marketing,Analista Junior
AF57,Feminino,20,Branco,Ensino Superior,PE,5,Desenvolvimento de Produtos,Analista Junior
EFA1,Masculino,50,Branco,Pos graduacao,RJ,5,Desenvolvimento de Produtos,Analista Senior
6C25,Masculino,23,Pardo,Ensino Superior,SE,,Administrativo,Analista Pleno
E2A2,Feminino,30,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
F00A,Masculino,22,Pardo,Ensino Superior,SC,4,Desenvolvimento de Produtos,Analista Junior
126B,Feminino,27,Preto,Ensino Superior,RS,2,Compras,Analista Junior
44BA,Masculino,36,Branco,Ensino Superior,RS,2,Vendas,Analista Pleno
5F34,Masculino,43,Branco,Ensino Superior,RJ,0,Desenvolvimento de Produtos,Gerente
CD28,Masculino,25,Pardo,Ensino Superior,SP,,TI,Analista Senior
30AE,Masculino,34,Preto,Doutorado,RJ,4,Recursos Humanos,Analista Pleno
DF9B,Masculino,35,Preto,Ensino Superior,MG,4,Administrativo,Analista Senior
E1FA,Masculino,30,Pardo,Pos graduacao,SC,2,Operacoes,Analista Senior
4DCA,Masculino,31,Branco,Mestrado,BA,4,Operacoes,Analista Senior
40A8,Feminino,25,Branco,Mestrado,ES,5,Administrativo,Analista Junior
4133,Feminino,30,Preto,Mestrado,AC,2,Compras,Analista Pleno
9ED3,Masculino,50,Branco,Mestrado,GO,5,Contabilidade,Analista Junior
1617,Masculino,20,Branco,Ensino Superior,RS,6,Vendas,Analista Pleno
B89D,Feminino,20,Branco,Mestrado,SE,0,TI,Analista Senior
7FF9,Feminino,55,Pardo,Ensino Superior,RJ,,Compras,Analista Senior
2977,Masculino,25,Branco,Mestrado,SP,3,Marketing,Analista Junior
636A,Feminino,31,Branco,Mestrado,RR,8,Desenvolvimento de Produtos,Analista Junior
2891,Masculino,48,Pardo,Ensino Superior,PB,6,Administrativo,Analista Junior
5BF1,Feminino,21,Pardo,Pos graduacao,SP,2,TI,Analista Senior
AD98,Masculino,27,Pardo,Ensino Superior,MG,6,Vendas,Analista Senior
8492,Masculino,36,Branco,Ensino Superior,SE,2,Operacoes,Analista Junior
516B,Feminino,29,Pardo,Ensino Medio,MG,6,Recursos Humanos,Gerente
27EE,Masculino,38,Pardo,Doutorado,RO,7,Desenvolvimento de Produtos,Analista Junior
B33E,Masculino,29,Preto,Ensino Superior,SE,10,Compras,Analista Pleno
DB01,Masculino,22,Preto,Ensino Superior,RJ,8,Compras,Analista Pleno
159F,Masculino,34,Branco,Ensino Superior,RJ,5,Compras,Analista Junior
B6BB,Masculino,28,Branco,Ensino Superior,SP,6,Desenvolvimento de Produtos,Analista Junior
C69A,Masculino,51,Branco,Ensino Superior,RJ,4,Vendas,Analista Pleno
CC32,Feminino,20,Pardo,Pos graduacao,RR,,Contabilidade,Analista Senior
2F2B,Masculino,34,Branco,Ensino Superior,SP,10,Recursos Humanos,Analista Senior
A78C,Masculino,28,Preto,Ensino Superior,TO,6,Marketing,Analista Junior
E2B0,Feminino,24,Preto,Doutorado,AC,3,Compras,Analista Junior
25B0,Masculino,30,Pardo,Ensino Superior,TO,5,Compras,Analista Senior
A218,Masculino,28,Branco,Ensino Superior,PB,0,Marketing,Gerente
759F,Masculino,22,Pardo,Ensino Medio,SP,2,Vendas,Analista Senior
10F9,Masculino,31,Pardo,Pos graduacao,SE,2,Vendas,Analista Senior
90E6,Feminino,21,Pardo,Ensino Superior,RS,5,Desenvolvimento de Produtos,Analista Junior
2DB4,Masculino,23,Pardo,Ensino Superior,MS,5,Contabilidade,Gerente
08A4,Feminino,19,Branco,Ensino Superior,MT,,Marketing,Gerente
C476,Masculino,21,Pardo,Mestrado,MG,3,Marketing,Analista Senior
0E3D,Masculino,20,Pardo,Pos graduacao,SC,,Desenvolvimento de Produtos,Estagiario
F2DC,Feminino,20,Pardo,Doutorado,BA,,Operacoes,Estagiario
F0AB,Masculino,43,Branco,Ensino Superior,MG,4,Vendas,Analista Pleno
2F54,Feminino,30,Pardo,Pos graduacao,RS,3,TI,Analista Junior
8E2A,Masculino,20,Branco,Ensino Superior,SP,,Operacoes,Analista Junior
77B2,Feminino,37,Pardo,Ensino Superior,RJ,6,Marketing,Analista Pleno
073C,Masculino,31,Pardo,Ensino Superior,MG,8,Recursos Humanos,Analista Pleno
DAEF,Masculino,42,Pardo,Ensino Superior,AL,12,TI,Analista Pleno
BEFB,Masculino,24,Branco,Pos graduacao,PE,7,Desenvolvimento de Produtos,Analista Pleno
7CA8,Masculino,28,Pardo,Pos graduacao,RO,8,Operacoes,Analista Senior
EFCB,Masculino,37,Pardo,Ensino Superior,AC,8,Marketing,Analista Junior
0114,Feminino,18,Preto,Ensino Superior,PE,,Compras,Gerente
C7CE,Masculino,31,Pardo,Pos graduacao,MT,10,Compras,Analista Senior
117B,Feminino,18,Pardo,Ensino Superior,MS,,Contabilidade,Estagiario
24C9,Feminino,32,Branco,Ensino Superior,RJ,6,Administrativo,Analista Senior
548C,Masculino,41,Pardo,Ensino Superior,RO,6,Marketing,Gerente
BFD2,Masculino,26,Pardo,Ensino Superior,PR,7,Desenvolvimento de Produtos,Analista Pleno
0F17,Masculino,35,Branco,Doutorado,RS,5,TI,Analista Pleno
D738,Feminino,31,Preto,Ensino Superior,RJ,2,Recursos Humanos,Gerente
4E2F,Masculino,20,Branco,Ensino Superior,DF,,Desenvolvimento de Produtos,Analista Pleno
12F0,Masculino,21,Pardo,Doutorado,RR,,Administrativo,Analista Junior
BD51,Masculino,32,Branco,Doutorado,RO,,Contabilidade,Analista Pleno
00B1,Masculino,34,Pardo,Pos graduacao,SC,3,Contabilidade,Analista Junior
D160,Masculino,37,Branco,Ensino Superior,DF,6,TI,Analista Junior
9C04,Masculino,32,Pardo,Ensino Superior,RS,5,Contabilidade,Analista Senior
C322,Masculino,24,Branco,Pos graduacao,PB,5,Desenvolvimento de Produtos,Analista Junior
E8AD,Masculino,20,Branco,Ensino Superior,AP,,TI,Gerente
88BA,Masculino,35,Branco,Pos graduacao,PA,9,Contabilidade,Analista Junior
B117,Masculino,23,Branco,Ensino Superior,RS,9,Vendas,Analista Junior
BBC5,Masculino,34,Pardo,Ensino Superior,AM,5,Operacoes,Analista Junior
9A99,Feminino,29,Preto,Pos graduacao,RS,6,Vendas,Analista Pleno
B147,Masculino,22,Preto,Ensino Superior,SP,5,Administrativo,Analista Junior
7665,Feminino,45,Pardo,Ensino Superior,RS,4,Administrativo,Analista Senior
E131,Masculino,19,Pardo,Ensino Superior,BA,4,Contabilidade,Gerente
1DFB,Masculino,40,Branco,Ensino Superior,PR,1,TI,Analista Pleno
A5E2,Masculino,26,Pardo,Ensino Superior,AP,4,Recursos Humanos,Analista Junior
EB85,Masculino,34,Preto,Ensino Superior,SP,,Administrativo,Analista Pleno
AB08,Feminino,40,Pardo,Doutorado,PI,7,Desenvolvimento de Produtos,Analista Junior
FD7D,Masculino,41,Pardo,Ensino Superior,PR,4,Recursos Humanos,Analista Pleno
4D18,Masculino,40,Branco,Ensino Superior,RR,6,Desenvolvimento de Produtos,Gerente
E92F,Feminino,31,Branco,Ensino Superior,MG,3,Contabilidade,Analista Pleno
45B6,Masculino,34,Pardo,Doutorado,RJ,10,TI,Analista Junior
1100,Masculino,32,Branco,Ensino Superior,PR,7,Contabilidade,Analista Senior
4A3C,Feminino,24,Branco,Ensino Superior,RN,7,Compras,Analista Junior
18A5,Masculino,35,Branco,Ensino Superior,PB,8,Desenvolvimento de Produtos,Analista Junior
1A81,Masculino,32,Pardo,Ensino Superior,SP,8,Recursos Humanos,Analista Junior
0D24,Feminino,30,Branco,Ensino Superior,PA,0,Compras,Analista Junior
BB55,Masculino,30,Branco,Ensino Superior,MT,9,Compras,Analista Pleno
2D06,Masculino,27,Branco,Pos graduacao,MG,8,Compras,Analista Pleno
5860,Feminino,23,Branco,Ensino Superior,RS,8,Desenvolvimento de Produtos,Analista Junior
6366,Masculino,34,Pardo,Mestrado,RJ,7,Desenvolvimento de Produtos,Analista Junior
2930,Masculino,20,Preto,Pos graduacao,SC,4,Marketing,Analista Pleno
80F5,Feminino,28,Branco,Ensino Superior,AL,4,Desenvolvimento de Produtos,Gerente
7E0B,Masculino,47,Pardo,Mestrado,RJ,7,Marketing,Gerente
A714,Feminino,46,Pardo,Doutorado,RR,5,Recursos Humanos,Analista Junior
9C28,Feminino,31,Branco,Doutorado,PI,8,Compras,Analista Senior
17F0,Masculino,19,Pardo,Ensino Superior,TO,,Contabilidade,Analista Pleno
CE69,Masculino,37,Branco,Ensino Superior,PR,5,Operacoes,Gerente
B678,Masculino,33,Pardo,Mestrado,SP,0,Compras,Gerente
CD56,Masculino,37,Branco,Doutorado,SP,9,Vendas,Analista Junior
CBDC,Masculino,46,Branco,Ensino Superior,CE,3,Vendas,Analista Pleno
9DF4,Masculino,18,Pardo,Mestrado,MG,4,Operacoes,Gerente
7647,Masculino,28,Branco,Ensino Superior,MG,6,Vendas,Analista Junior
9CB0,Feminino,30,Pardo,Pos graduacao,SC,7,Compras,Analista Senior
2C5C,Feminino,23,Pardo,Pos graduacao,AL,0,Compras,Analista Senior
A7B6,Masculino,21,Pardo,Ensino Superior,AM,2,Vendas,Analista Pleno
9A7D,Masculino,27,Pardo,Ensino Superior,PI,7,Contabilidade,Analista Senior
B106,Masculino,33,Branco,Ensino Superior,AL,4,Vendas,Analista Pleno
7B71,Masculino,32,Preto,Doutorado,RN,9,Compras,Gerente
483B,Masculino,20,Pardo,Ensino Superior,PE,4,Desenvolvimento de Produtos,Analista Pleno
85A2,Masculino,33,Branco,Mestrado,MG,4,Desenvolvimento de Produtos,Analista Junior
E27D,Masculino,19,Branco,Pos graduacao,RN,,Recursos Humanos,Analista Junior
57B1,Feminino,42,Branco,Doutorado,SP,4,Marketing,Analista Pleno
EC9F,Masculino,37,Pardo,Pos graduacao,DF,12,Operacoes,Gerente
226D,Masculino,18,Branco,Ensino Superior,GO,,TI,Estagiario
9705,Feminino,35,Preto,Ensino Superior,RS,5,Operacoes,Analista Junior
F44D,Masculino,26,Pardo,Pos graduacao,AC,7,Vendas,Analista Junior
5943,Feminino,58,Pardo,Mestrado,GO,3,Vendas,Gerente
50E1,Feminino,22,Pardo,Mestrado,MT,3,Compras,Analista Junior
0603,Masculino,27,Pardo,Pos graduacao,SC,3,Compras,Analista Junior
B905,Masculino,39,Branco,Ensino Medio,SP,11,Desenvolvimento de Produtos,Analista Senior
7A99,Feminino,21,Preto,Pos graduacao,RJ,,Marketing,Analista Junior
D706,Masculino,32,Branco,Ensino Superior,TO,7,Desenvolvimento de Produtos,Analista Junior
F7DA,Feminino,30,Branco,Ensino Superior,RN,4,Administrativo,Gerente
E36E,Masculino,41,Branco,Ensino Medio,PI,,Administrativo,Analista Senior
1058,Masculino,25,Branco,Ensino Superior,MG,9,Compras,Gerente
AE3D,Masculino,29,Pardo,Ensino Medio,MG,4,Vendas,Analista Senior
23A9,Masculino,31,Pardo,Mestrado,AM,2,Recursos Humanos,Gerente
7C50,Masculino,18,Pardo,Ensino Superior,RJ,,Operacoes,Analista Junior
CF82,Masculino,29,Pardo,Pos graduacao,RS,2,Contabilidade,Analista Senior
7E48,Feminino,37,Pardo,Mestrado,MT,4,Operacoes,Gerente
26AC,Masculino,27,Branco,Ensino Superior,SP,5,Recursos Humanos,Analista Junior
6837,Feminino,18,Branco,Ensino Superior,SP,,Recursos Humanos,Analista Pleno
120D,Feminino,20,Branco,Ensino Superior,GO,2,Contabilidade,Analista Junior
3D6B,Masculino,25,Branco,Pos graduacao,RO,7,Compras,Analista Junior
67D9,Masculino,27,Pardo,Ensino Superior,DF,4,Compras,Analista Junior
DF09,Masculino,37,Branco,Mestrado,MG,,Marketing,Analista Junior
8F6D,Masculino,21,Pardo,Ensino Superior,AM,4,Operacoes,Analista Pleno
399C,Masculino,19,Pardo,Pos graduacao,MG,4,Contabilidade,Gerente
BFF6,Masculino,32,Preto,Ensino Superior,TO,7,Contabilidade,Gerente
DF8A,Masculino,41,Pardo,Ensino Superior,GO,4,Vendas,Gerente
C41D,Masculino,32,Branco,Ensino Superior,RR,7,Operacoes,Gerente
A782,Masculino,19,Pardo,Ensino Superior,RJ,3,Administrativo,Analista Junior
DDED,Masculino,24,Branco,Ensino Superior,GO,5,Administrativo,Analista Junior
2C50,Masculino,48,Branco,Ensino Superior,AM,3,Compras,Analista Senior
17F8,Masculino,34,Branco,Ensino Superior,MT,5,Compras,Analista Junior
E502,Masculino,20,Pardo,Ensino Superior,PR,3,Operacoes,Analista Pleno
02A9,Feminino,32,Branco,Ensino Superior,SP,8,TI,Gerente
D29E,Masculino,32,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
F5A3,Feminino,24,Pardo,Doutorado,MG,0,Operacoes,Analista Junior
4713,Masculino,24,Preto,Doutorado,PA,5,Recursos Humanos,Analista Junior
899A,Masculino,37,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Junior
B415,Masculino,35,Branco,Ensino Superior,MG,5,Compras,Analista Junior
E581,Masculino,18,Branco,Ensino Superior,RJ,,Administrativo,Analista Pleno
5A05,Masculino,19,Branco,Ensino Superior,PR,,Operacoes,Estagiario
5E70,Masculino,19,Branco,Doutorado,RS,,Contabilidade,Analista Senior
C03A,Masculino,36,Branco,Ensino Superior,RN,11,Recursos Humanos,Analista Junior
CC08,Feminino,36,Branco,Pos graduacao,SC,,Recursos Humanos,Analista Senior
07EA,Masculino,47,Preto,Ensino Superior,RS,8,Marketing,Analista Pleno
36D3,Feminino,19,Branco,Ensino Superior,PE,4,Operacoes,Analista Junior
5298,Masculino,24,Branco,Pos graduacao,MG,6,Operacoes,Analista Pleno
6302,Masculino,35,Branco,Ensino Superior,RS,5,Administrativo,Analista Pleno
3CBF,Masculino,48,Pardo,Ensino Superior,CE,5,Marketing,Analista Junior
8862,Feminino,24,Branco,Ensino Superior,SP,5,Contabilidade,Analista Junior
6EDC,Masculino,20,Branco,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
78E5,Masculino,38,Pardo,Doutorado,GO,14,Contabilidade,Analista Pleno
52AE,Masculino,21,Pardo,Ensino Superior,RJ,0,Compras,Analista Pleno
ED3E,Feminino,26,Pardo,Ensino Superior,PA,10,Contabilidade,Analista Junior
11FC,Masculino,31,Branco,Ensino Superior,SP,4,Operacoes,Analista Senior
A322,Masculino,35,Pardo,Ensino Superior,RN,6,Administrativo,Analista Pleno
E849,Masculino,37,Branco,Ensino Superior,MG,6,Administrativo,Analista Junior
0FA8,Feminino,22,Branco,Ensino Medio,SP,6,Contabilidade,Analista Junior
CCA4,Masculino,22,Pardo,Doutorado,BA,4,Compras,Analista Senior
A7E8,Masculino,19,Preto,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
C75D,Masculino,33,Pardo,Pos graduacao,CE,9,Recursos Humanos,Analista Senior
B7B0,Masculino,28,Pardo,Ensino Superior,PE,6,Desenvolvimento de Produtos,Analista Pleno
256B,Masculino,44,Branco,Ensino Medio,MG,2,Compras,Analista Pleno
690F,Masculino,31,Branco,Pos graduacao,SP,8,Operacoes,Analista Pleno
9999,Masculino,21,Pardo,Ensino Superior,RR,5,TI,Analista Pleno
176D,Masculino,30,Branco,Pos graduacao,GO,4,Desenvolvimento de Produtos,Analista Senior
45DC,Masculino,20,Pardo,Pos graduacao,DF,0,Compras,Analista Pleno
7072,Feminino,21,Pardo,Ensino Superior,RS,6,Administrativo,Analista Pleno
BCD3,Masculino,20,Pardo,Ensino Superior,AC,5,Operacoes,Analista Junior
B318,Feminino,30,Preto,Ensino Superior,PE,3,Contabilidade,Analista Senior
087C,Feminino,21,Preto,Pos graduacao,SP,2,Marketing,Estagiario
5F3E,Masculino,26,Pardo,Ensino Superior,AC,5,Operacoes,Analista Senior
9715,Masculino,34,Branco,Ensino Superior,PB,6,Contabilidade,Analista Junior
4641,Masculino,25,Branco,Ensino Superior,MG,0,Operacoes,Analista Junior
89B2,Masculino,25,Pardo,Ensino Superior,PB,6,Compras,Analista Senior
13CB,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Pleno
5E6F,Feminino,24,Indigena,Ensino Superior,SE,2,Administrativo,Analista Senior
C1C2,Masculino,22,Branco,Ensino Superior,SC,2,Recursos Humanos,Analista Senior
C26A,Masculino,24,Pardo,Ensino Superior,PI,9,Administrativo,Gerente
FDD9,Masculino,35,Branco,Ensino Superior,MA,10,Operacoes,Analista Pleno
67D7,Masculino,29,Pardo,Ensino Medio,PI,0,Administrativo,Gerente
94A2,Feminino,23,Preto,Pos graduacao,PA,2,Marketing,Analista Senior
318A,Feminino,21,Pardo,Pos graduacao,AP,6,Vendas,Analista Junior
9AF9,Masculino,22,Branco,Mestrado,AP,0,Desenvolvimento de Produtos,Analista Pleno
645F,Masculino,34,Branco,Pos graduacao,SE,7,Operacoes,Analista Pleno
1E6C,Feminino,30,Pardo,Doutorado,MG,10,Marketing,Analista Junior
6D33,Masculino,24,Branco,Doutorado,MG,6,Administrativo,Analista Junior
780C,Masculino,34,Pardo,Mestrado,CE,5,Recursos Humanos,Gerente
4E3A,Masculino,30,Preto,Ensino Superior,GO,11,Vendas,Analista Pleno
2B18,Masculino,35,Branco,Ensino Superior,MA,10,Administrativo,Analista Pleno
C00B,Feminino,37,Branco,Ensino Superior,GO,5,Recursos Humanos,Analista Junior
1FBA,Masculino,31,Branco,Doutorado,SP,7,TI,Analista Junior
B8CD,Masculino,36,Branco,Ensino Superior,MG,4,Vendas,Analista Senior
BB0A,Masculino,29,Pardo,Ensino Superior,SC,8,Vendas,Analista Pleno
CE97,Masculino,24,Pardo,Mestrado,SC,1,Operacoes,Analista Pleno
8EE3,Masculino,25,Pardo,Ensino Superior,SC,,Desenvolvimento de Produtos,Analista Junior
C5E9,Masculino,38,Branco,Mestrado,PE,,Marketing,Gerente
BD0E,Feminino,33,Pardo,Ensino Superior,TO,2,Contabilidade,Analista Pleno
32B4,Masculino,23,Branco,Mestrado,SC,6,Operacoes,Analista Junior
AD1D,Masculino,37,Branco,Pos graduacao,RO,5,Contabilidade,Analista Junior
D1BC,Feminino,23,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Pleno
61D0,Masculino,31,Pardo,Mestrado,SE,10,Desenvolvimento de Produtos,Analista Pleno
77A7,Masculino,41,Preto,Ensino Superior,AM,6,Contabilidade,Analista Junior
42DD,Masculino,36,Pardo,Mestrado,RS,7,Compras,Analista Senior
565B,Masculino,26,Branco,Ensino Superior,ES,5,Compras,Analista Junior
5AC9,Feminino,46,Branco,Ensino Superior,PR,9,Desenvolvimento de Produtos,Analista Junior
FF1A,Masculino,37,Pardo,Mestrado,PA,4,Vendas,Analista Junior
FA91,Masculino,19,Amarelo,Ensino Superior,SC,,Compras,Gerente
7783,Masculino,19,Preto,Ensino Superior,AL,,Desenvolvimento de Produtos,Analista Pleno
7063,Masculino,25,Preto,Mestrado,PI,6,Compras,Gerente
2DF3,Masculino,29,Branco,Ensino Superior,SP,5,Operacoes,Gerente
9106,Masculino,42,Branco,Mestrado,AP,2,Marketing,Analista Senior
D47A,Masculino,39,Branco,Ensino Superior,AC,7,Administrativo,Analista Junior
B7F8,Masculino,56,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Pleno
ED1D,Masculino,19,Pardo,Mestrado,SC,0,Vendas,Gerente
4541,Masculino,23,Branco,Ensino Superior,SP,5,TI,Analista Pleno
