,ID,genero,idade,etnia,formacao,estado,tempo_de_casa,departamento,senioridade
4176,D29E,Masculino,32,Pardo,Ensino Superior,RN,7,Recursos Humanos,Analista Pleno
4177,F5A3,Feminino,24,Pardo,Doutorado,MG,0,Operacoes,Analista Junior
4178,4713,Masculino,24,Preto,Doutorado,PA,5,Recursos Humanos,Analista Junior
4179,899A,Masculino,37,Pardo,Ensino Superior,RR,3,Recursos Humanos,Analista Junior
4180,B415,Masculino,35,Branco,Ensino Superior,MG,5,Compras,Analista Junior
4181,E581,Masculino,18,Branco,Ensino Superior,RJ,,Administrativo,Analista Pleno
4182,2B20,Masculino,39,Branco,Ensino Superior,RS,10,Vendas,Estagiario
4183,5A05,Masculino,19,Branco,Ensino Superior,PR,,Operacoes,Estagiario
4184,5E70,Masculino,19,Branco,Doutorado,RS,,Contabilidade,Analista Senior
4185,C03A,Masculino,36,Branco,Ensino Superior,RN,11,Recursos Humanos,Analista Junior
4186,CC08,Feminino,36,Branco,Pos graduacao,SC,,Recursos Humanos,Analista Senior
4187,07EA,Masculino,47,Preto,Ensino Superior,RS,8,Marketing,Analista Pleno
4188,36D3,Feminino,19,Branco,Ensino Superior,PE,4,Operacoes,Analista Junior
4189,5298,Masculino,24,Branco,Pos graduacao,MG,6,Operacoes,Analista Pleno
4190,6302,Masculino,35,Branco,Ensino Superior,RS,5,Administrativo,Analista Pleno
4191,3CBF,Masculino,48,Pardo,Ensino Superior,CE,5,Marketing,Analista Junior
4192,E2FA,Masculino,21,Branco,Ensino Superior,RS,5,TI,Estagiario
4193,8862,Feminino,24,Branco,Ensino Superior,SP,5,Contabilidade,Analista Junior
4194,6EDC,Masculino,20,Branco,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Junior
4195,78E5,Masculino,38,Pardo,Doutorado,GO,14,Contabilidade,Analista Pleno
4196,52AE,Masculino,21,Pardo,Ensino Superior,RJ,0,Compras,Analista Pleno
4197,ED3E,Feminino,26,Pardo,Ensino Superior,PA,10,Contabilidade,Analista Junior
4198,11FC,Masculino,31,Branco,Ensino Superior,SP,4,Operacoes,Analista Senior
4199,A322,Masculino,35,Pardo,Ensino Superior,RN,6,Administrativo,Analista Pleno
4200,E849,Masculino,37,Branco,Ensino Superior,MG,6,Administrativo,Analista Junior
4201,0FA8,Feminino,22,Branco,Ensino Medio,SP,6,Contabilidade,Analista Junior
4202,CCA4,Masculino,22,Pardo,Doutorado,BA,4,Compras,Analista Senior
4203,A7E8,Masculino,19,Preto,Ensino Superior,GO,1,Recursos Humanos,Analista Junior
4204,C75D,Masculino,33,Pardo,Pos graduacao,CE,9,Recursos Humanos,Analista Senior
4205,B7B0,Masculino,28,Pardo,Ensino Superior,PE,6,Desenvolvimento de Produtos,Analista Pleno
4206,256B,Masculino,44,Branco,Ensino Medio,MG,2,Compras,Analista Pleno
4207,690F,Masculino,31,Branco,Pos graduacao,SP,8,Operacoes,Analista Pleno
4208,9999,Masculino,21,Pardo,Ensino Superior,RR,5,TI,Analista Pleno
4209,176D,Masculino,30,Branco,Pos graduacao,GO,4,Desenvolvimento de Produtos,Analista Senior
4210,45DC,Masculino,20,Pardo,Pos graduacao,DF,0,Compras,Analista Pleno
4211,7072,Feminino,21,Pardo,Ensino Superior,RS,6,Administrativo,Analista Pleno
4212,BCD3,Masculino,20,Pardo,Ensino Superior,AC,5,Operacoes,Analista Junior
4213,B318,Feminino,30,Preto,Ensino Superior,PE,3,Contabilidade,Analista Senior
4214,087C,Feminino,21,Preto,Pos graduacao,SP,2,Marketing,Estagiario
4215,5F3E,Masculino,26,Pardo,Ensino Superior,AC,5,Operacoes,Analista Senior
4216,F3BD,Feminino,36,Pardo,Ensino Superior,MG,6,Contabilidade,Estagiario
4217,9715,Masculino,34,Branco,Ensino Superior,PB,6,Contabilidade,Analista Junior
4218,4641,Masculino,25,Branco,Ensino Superior,MG,0,Operacoes,Analista Junior
4219,412C,Masculino,43,Pardo,Doutorado,SP,8,Administrativo,Estagiario
4220,89B2,Masculino,25,Pardo,Ensino Superior,PB,6,Compras,Analista Senior
4221,13CB,Masculino,19,Pardo,Ensino Superior,RJ,,Contabilidade,Analista Pleno
4222,5E6F,Feminino,24,Indigena,Ensino Superior,SE,2,Administrativo,Analista Senior
4223,C1C2,Masculino,22,Branco,Ensino Superior,SC,2,Recursos Humanos,Analista Senior
4224,C26A,Masculino,24,Pardo,Ensino Superior,PI,9,Administrativo,Gerente
4225,E368,Feminino,28,Pardo,Ensino Superior,PA,4,TI,Estagiario
4226,FDD9,Masculino,35,Branco,Ensino Superior,MA,10,Operacoes,Analista Pleno
4227,67D7,Masculino,29,Pardo,Ensino Medio,PI,0,Administrativo,Gerente
4228,94A2,Feminino,23,Preto,Pos graduacao,PA,2,Marketing,Analista Senior
4229,318A,Feminino,21,Pardo,Pos graduacao,AP,6,Vendas,Analista Junior
4230,9AF9,Masculino,22,Branco,Mestrado,AP,0,Desenvolvimento de Produtos,Analista Pleno
4231,645F,Masculino,34,Branco,Pos graduacao,SE,7,Operacoes,Analista Pleno
4232,1E6C,Feminino,30,Pardo,Doutorado,MG,10,Marketing,Analista Junior
4233,6D33,Masculino,24,Branco,Doutorado,MG,6,Administrativo,Analista Junior
4234,780C,Masculino,34,Pardo,Mestrado,CE,5,Recursos Humanos,Gerente
4235,4E3A,Masculino,30,Preto,Ensino Superior,GO,11,Vendas,Analista Pleno
4236,2B18,Masculino,35,Branco,Ensino Superior,MA,10,Administrativo,Analista Pleno
4237,C00B,Feminino,37,Branco,Ensino Superior,GO,5,Recursos Humanos,Analista Junior
4238,1FBA,Masculino,31,Branco,Doutorado,SP,7,TI,Analista Junior
4239,F606,Masculino,28,Branco,Ensino Superior,PR,5,Vendas,Estagiario
4240,B8CD,Masculino,36,Branco,Ensino Superior,MG,4,Vendas,Analista Senior
4241,BB0A,Masculino,29,Pardo,Ensino Superior,SC,8,Vendas,Analista Pleno
4242,CE97,Masculino,24,Pardo,Mestrado,SC,1,Operacoes,Analista Pleno
4243,8EE3,Masculino,25,Pardo,Ensino Superior,SC,,Desenvolvimento de Produtos,Analista Junior
4244,C5E9,Masculino,38,Branco,Mestrado,PE,,Marketing,Gerente
4245,BD0E,Feminino,33,Pardo,Ensino Superior,TO,2,Contabilidade,Analista Pleno
4246,32B4,Masculino,23,Branco,Mestrado,SC,6,Operacoes,Analista Junior
4247,AD1D,Masculino,37,Branco,Pos graduacao,RO,5,Contabilidade,Analista Junior
4248,D1BC,Feminino,23,Branco,Ensino Superior,MT,4,Recursos Humanos,Analista Pleno
4249,61D0,Masculino,31,Pardo,Mestrado,SE,10,Desenvolvimento de Produtos,Analista Pleno
4250,77A7,Masculino,41,Preto,Ensino Superior,AM,6,Contabilidade,Analista Junior
4251,42DD,Masculino,36,Pardo,Mestrado,RS,7,Compras,Analista Senior
4252,565B,Masculino,26,Branco,Ensino Superior,ES,5,Compras,Analista Junior
4253,5AC9,Feminino,46,Branco,Ensino Superior,PR,9,Desenvolvimento de Produtos,Analista Junior
4254,FF1A,Masculino,37,Pardo,Mestrado,PA,4,Vendas,Analista Junior
4255,FA91,Masculino,19,Amarelo,Ensino Superior,SC,,Compras,Gerente
4256,7783,Masculino,19,Preto,Ensino Superior,AL,,Desenvolvimento de Produtos,Analista Pleno
4257,7063,Masculino,25,Preto,Mestrado,PI,6,Compras,Gerente
4258,2DF3,Masculino,29,Branco,Ensino Superior,SP,5,Operacoes,Gerente
4259,9106,Masculino,42,Branco,Mestrado,AP,2,Marketing,Analista Senior
4260,D47A,Masculino,39,Branco,Ensino Superior,AC,7,Administrativo,Analista Junior
4261,B7F8,Masculino,56,Pardo,Ensino Superior,RS,9,Contabilidade,Analista Pleno
4262,ED1D,Masculino,19,Pardo,Mestrado,SC,0,Vendas,Gerente
4263,4541,Masculino,23,Branco,Ensino Superior,SP,5,TI,Analista Pleno
4264,8C46,Masculino,30,Pardo,Ensino Superior,MT,7,Desenvolvimento de Produtos,Analista Pleno
4265,84AE,Feminino,48,Pardo,Ensino Superior,RJ,5,Operacoes,Gerente
4266,9C61,Masculino,22,Pardo,Doutorado,SC,4,Contabilidade,Analista Pleno
4267,92DD,Masculino,43,Preto,Pos graduacao,PE,4,TI,Estagiario
4268,31DF,Masculino,19,Pardo,Ensino Superior,RS,,Desenvolvimento de Produtos,Analista Junior
4269,D2C1,Masculino,32,Pardo,Ensino Superior,PR,8,Recursos Humanos,Analista Junior
4270,BCE0,Masculino,36,Branco,Ensino Superior,MA,6,Operacoes,Analista Senior
4271,7C8D,Masculino,21,Preto,Pos graduacao,BA,,TI,Analista Pleno
4272,E633,Feminino,28,Branco,Ensino Superior,PI,5,Administrativo,Analista Junior
4273,C7D5,Masculino,24,Branco,Ensino Medio,PI,7,Desenvolvimento de Produtos,Analista Senior
4274,353D,Masculino,25,Branco,Ensino Superior,MS,3,Administrativo,Gerente
4275,BD2E,Feminino,35,Pardo,Pos graduacao,AP,8,Operacoes,Analista Senior
4276,2241,Masculino,44,Pardo,Ensino Superior,SC,7,Marketing,Gerente
4277,A457,Masculino,49,Pardo,Ensino Superior,AM,5,Recursos Humanos,Estagiario
4278,AE9C,Masculino,36,Branco,Ensino Superior,AM,7,Operacoes,Analista Junior
4279,9757,Masculino,25,Branco,Ensino Superior,PE,7,Desenvolvimento de Produtos,Analista Junior
4280,1E9F,Masculino,39,Branco,Ensino Superior,AC,9,Contabilidade,Gerente
4281,A10D,Masculino,30,Pardo,Pos graduacao,GO,5,Compras,Analista Senior
4282,D877,Feminino,26,Preto,Ensino Medio,RJ,3,Operacoes,Analista Senior
4283,81BA,Masculino,40,Pardo,Mestrado,AP,7,Recursos Humanos,Estagiario
4284,F56F,Masculino,22,Pardo,Ensino Superior,MG,0,Marketing,Gerente
4285,91CC,Masculino,40,Pardo,Ensino Superior,CE,9,Compras,Estagiario
4286,7F70,Masculino,22,Branco,Pos graduacao,TO,0,Administrativo,Analista Senior
4287,0C8B,Feminino,22,Branco,Ensino Superior,CE,4,Administrativo,Analista Junior
4288,62B1,Masculino,26,Pardo,Ensino Superior,RN,6,TI,Analista Junior
4289,DE87,Masculino,41,Branco,Ensino Superior,SE,7,TI,Analista Senior
4290,B7B9,Masculino,26,Preto,Ensino Superior,SP,,Desenvolvimento de Produtos,Gerente
4291,98E7,Masculino,35,Pardo,Ensino Superior,MG,4,Recursos Humanos,Analista Junior
4292,9A5A,Masculino,28,Pardo,Mestrado,MG,7,Marketing,Analista Pleno
4293,DB8A,Masculino,19,Branco,Ensino Superior,RJ,3,Vendas,Analista Junior
4294,B90E,Feminino,30,Branco,Pos graduacao,PI,7,Vendas,Analista Junior
4295,4750,Masculino,30,Amarelo,Ensino Superior,AL,6,Contabilidade,Gerente
4296,EB8C,Masculino,31,Branco,Ensino Superior,RO,2,Recursos Humanos,Analista Pleno
4297,6A1E,Masculino,20,Branco,Ensino Superior,PR,6,Recursos Humanos,Analista Pleno
4298,7A79,Masculino,29,Pardo,Ensino Superior,SC,7,TI,Analista Junior
4299,9D58,Masculino,33,Preto,Ensino Superior,DF,2,TI,Estagiario
4300,E9B3,Masculino,34,Pardo,Ensino Superior,MG,7,Recursos Humanos,Estagiario
4301,6C7D,Masculino,23,Pardo,Ensino Superior,RR,1,Vendas,Gerente
4302,8A06,Masculino,31,Preto,Ensino Superior,PR,4,Vendas,Analista Junior
4303,7380,Masculino,42,Pardo,Ensino Superior,RJ,7,Vendas,Analista Pleno
4304,5EE6,Masculino,30,Pardo,Ensino Superior,MG,3,Compras,Analista Junior
4305,1ED5,Feminino,31,Branco,Ensino Medio,MA,3,Administrativo,Analista Pleno
4306,D959,Masculino,33,Branco,Ensino Superior,SE,5,Contabilidade,Analista Junior
4307,7AD8,Masculino,42,Pardo,Ensino Superior,SP,5,Administrativo,Analista Junior
4308,B6C6,Masculino,25,Branco,Ensino Superior,AP,7,Desenvolvimento de Produtos,Analista Pleno
4309,272C,Masculino,23,Branco,Mestrado,MG,7,Compras,Diretor
4310,70A5,Masculino,22,Pardo,Ensino Superior,RJ,5,Marketing,Gerente
4311,50CB,Masculino,44,Pardo,Ensino Superior,MS,7,Operacoes,Analista Pleno
4312,A725,Masculino,48,Preto,Mestrado,RJ,8,Operacoes,Analista Senior
4313,FF16,Masculino,33,Preto,Ensino Superior,SP,3,Recursos Humanos,Gerente
4314,ACD9,Masculino,33,Branco,Pos graduacao,MS,10,Operacoes,Diretor
4315,438E,Masculino,32,Branco,Ensino Superior,CE,9,Contabilidade,Analista Junior
4316,7DBC,Masculino,24,Pardo,Pos graduacao,MS,2,Vendas,Analista Senior
4317,09FB,Masculino,28,Pardo,Ensino Superior,TO,7,Marketing,Analista Pleno
4318,294D,Masculino,29,Branco,Ensino Superior,AC,7,Operacoes,Gerente
4319,40C9,Masculino,31,Pardo,Pos graduacao,RS,5,Desenvolvimento de Produtos,Estagiario
4320,4A83,Masculino,22,Branco,Doutorado,RS,,Compras,Analista Junior
4321,73A6,Masculino,23,Branco,Ensino Superior,MG,4,Compras,Analista Senior
4322,D625,Masculino,22,Branco,Ensino Superior,SE,6,Operacoes,Analista Pleno
4323,B495,Masculino,20,Branco,Pos graduacao,SP,3,Desenvolvimento de Produtos,Analista Junior
4324,0452,Feminino,38,Pardo,Pos graduacao,SP,2,Operacoes,Analista Pleno
4325,7A31,Masculino,20,Pardo,Ensino Superior,RJ,6,TI,Analista Senior
4326,8B53,Feminino,55,Branco,Mestrado,RO,,Administrativo,Analista Senior
4327,59FA,Masculino,22,Branco,Ensino Superior,RN,3,TI,Analista Pleno
4328,BA4C,Masculino,26,Pardo,Ensino Superior,TO,,Administrativo,Analista Pleno
4329,2A04,Masculino,31,Pardo,Ensino Superior,SE,6,Operacoes,Analista Junior
4330,FA97,Masculino,39,Branco,Ensino Superior,RO,6,Operacoes,Analista Junior
4331,55E7,Masculino,19,Pardo,Ensino Superior,CE,5,Marketing,Estagiario
4332,D4ED,Masculino,30,Pardo,Mestrado,AP,2,Operacoes,Analista Pleno
4333,B7C8,Masculino,30,Pardo,Pos graduacao,RS,6,Desenvolvimento de Produtos,Analista Junior
4334,9E58,Masculino,24,Branco,Ensino Medio,MG,7,Vendas,Estagiario
4335,644F,Feminino,24,Branco,Doutorado,PB,5,Recursos Humanos,Analista Junior
4336,B16B,Masculino,29,Pardo,Doutorado,PR,,Vendas,Analista Pleno
4337,BB1E,Masculino,47,Branco,Pos graduacao,RJ,10,Vendas,Analista Pleno
4338,3216,Masculino,42,Branco,Ensino Superior,RJ,8,Compras,Analista Junior
4339,E146,Masculino,37,Pardo,Doutorado,SP,1,Recursos Humanos,Gerente
4340,067E,Masculino,22,Branco,Ensino Superior,MG,8,TI,Analista Junior
4341,76FE,Masculino,19,Branco,Ensino Medio,SC,,TI,Gerente
4342,3984,Masculino,27,Pardo,Ensino Superior,RJ,6,Desenvolvimento de Produtos,Analista Senior
4343,7B65,Masculino,36,Pardo,Doutorado,RN,7,TI,Analista Pleno
4344,F124,Masculino,29,Pardo,Ensino Superior,PR,4,Recursos Humanos,Analista Junior
4345,4697,Masculino,24,Branco,Ensino Superior,RS,4,Administrativo,Analista Senior
4346,652F,Masculino,30,Branco,Doutorado,SC,6,Desenvolvimento de Produtos,Analista Junior
4347,E632,Feminino,40,Branco,Ensino Medio,RJ,10,Recursos Humanos,Analista Junior
4348,46A6,Masculino,26,Pardo,Ensino Superior,MG,7,Contabilidade,Analista Senior
4349,77BB,Masculino,18,Branco,Mestrado,RJ,2,TI,Analista Junior
4350,A2A0,Masculino,35,Preto,Doutorado,PR,6,Vendas,Estagiario
4351,2654,Masculino,34,Pardo,Mestrado,PI,,Marketing,Analista Junior
4352,EDBF,Masculino,35,Pardo,Ensino Superior,GO,4,Contabilidade,Gerente
4353,E163,Feminino,28,Pardo,Ensino Superior,TO,6,Compras,Analista Pleno
4354,1CF6,Masculino,20,Pardo,Ensino Superior,AP,1,Compras,Analista Junior
4355,2261,Masculino,46,Pardo,Mestrado,PE,9,Desenvolvimento de Produtos,Analista Senior
4356,5EC8,Masculino,38,Pardo,Ensino Superior,AP,5,Desenvolvimento de Produtos,Gerente
4357,47D4,Masculino,20,Pardo,Ensino Superior,MG,,TI,Estagiario
4358,64F6,Feminino,28,Pardo,Mestrado,MG,10,Operacoes,Analista Junior
4359,76C6,Masculino,21,Pardo,Ensino Superior,MG,,Desenvolvimento de Produtos,Analista Pleno
4360,EBCF,Masculino,22,Pardo,Pos graduacao,MG,3,Recursos Humanos,Analista Junior
4361,3E40,Feminino,23,Branco,Ensino Superior,RS,3,TI,Analista Junior
4362,1A8A,Masculino,37,Branco,Ensino Superior,PE,6,TI,Gerente
4363,4A73,Masculino,31,Pardo,Doutorado,SC,7,Recursos Humanos,Analista Junior
4364,815F,Feminino,27,Branco,Ensino Superior,PB,5,Recursos Humanos,Gerente
4365,F4A5,Masculino,30,Preto,Ensino Superior,RJ,5,Operacoes,Analista Junior
4366,F1E5,Masculino,27,Branco,Doutorado,SE,4,Administrativo,Analista Junior
4367,787B,Feminino,33,Branco,Ensino Superior,RS,2,Operacoes,Analista Senior
4368,F973,Masculino,19,Pardo,Ensino Superior,RJ,,Desenvolvimento de Produtos,Analista Junior
4369,3D20,Masculino,26,Pardo,Ensino Superior,BA,4,Vendas,Gerente
4370,397B,Masculino,25,Branco,Ensino Superior,SC,4,Desenvolvimento de Produtos,Gerente
4371,A9D4,Feminino,37,Branco,Ensino Superior,AM,5,Marketing,Analista Junior
4372,891D,Masculino,30,Branco,Ensino Superior,PI,4,Compras,Analista Junior
4373,76A9,Masculino,47,Pardo,Doutorado,RJ,0,Compras,Estagiario
4374,C034,Masculino,21,Pardo,Mestrado,SP,3,Vendas,Gerente
4375,83EA,Masculino,20,Preto,Ensino Superior,MG,,Recursos Humanos,Analista Pleno
4376,B171,Masculino,21,Pardo,Pos graduacao,MG,7,Marketing,Analista Senior
4377,AC0A,Masculino,46,Pardo,Ensino Superior,PA,4,Recursos Humanos,Gerente
4378,3B51,Masculino,48,Branco,Pos graduacao,PA,4,Compras,Analista Senior
4379,BAE4,Masculino,23,Branco,Ensino Superior,BA,1,Marketing,Analista Pleno
4380,5B4D,Masculino,22,Preto,Ensino Superior,RJ,2,Compras,Analista Pleno
4381,374F,Feminino,30,Pardo,Pos graduacao,SP,2,TI,Analista Senior
4382,2F4B,Masculino,42,Pardo,Ensino Medio,DF,0,Recursos Humanos,Analista Junior
4383,A38F,Feminino,22,Pardo,Pos graduacao,DF,3,Compras,Estagiario
4384,84D4,Masculino,42,Branco,Mestrado,MG,3,Compras,Analista Senior
4385,3D72,Feminino,37,Pardo,Doutorado,PA,6,Vendas,Estagiario
4386,71A5,Feminino,45,Branco,Pos graduacao,GO,6,Operacoes,Analista Junior
4387,64C0,Feminino,20,Branco,Ensino Medio,RO,5,Administrativo,Analista Senior
4388,C6A4,Masculino,22,Branco,Ensino Superior,MG,5,Compras,Analista Pleno
4389,77BF,Masculino,19,Pardo,Pos graduacao,AC,4,Administrativo,Analista Junior
4390,5BD8,Masculino,34,Pardo,Ensino Superior,RN,3,Vendas,Gerente
4391,E17A,Masculino,36,Branco,Doutorado,RJ,7,Administrativo,Gerente
4392,0397,Masculino,18,Branco,Ensino Superior,RJ,,Marketing,Estagiario
4393,46AB,Masculino,30,Pardo,Ensino Superior,PA,4,Compras,Analista Junior
4394,256F,Masculino,23,Pardo,Doutorado,AM,6,Marketing,Analista Junior
4395,CDDE,Masculino,22,Preto,Ensino Superior,SP,3,Compras,Analista Pleno
4396,6743,Masculino,25,Branco,Ensino Superior,AC,2,Vendas,Analista Junior
4397,3D86,Masculino,41,Branco,Ensino Superior,RS,6,Contabilidade,Analista Pleno
4398,30E3,Masculino,22,Pardo,Ensino Superior,AC,,Marketing,Gerente
4399,A769,Feminino,29,Pardo,Mestrado,MG,6,TI,Gerente
4400,F45D,Masculino,36,Branco,Ensino Superior,MA,12,Vendas,Analista Senior
4401,BD8B,Masculino,35,Branco,Pos graduacao,RS,2,Marketing,Estagiario
4402,7223,Masculino,38,Branco,Ensino Superior,MG,4,TI,Analista Junior
4403,71ED,Masculino,22,Branco,Ensino Superior,PE,,Compras,Gerente
4404,F219,Masculino,27,Pardo,Ensino Superior,RJ,4,Contabilidade,Analista Pleno
4405,1B1B,Masculino,27,Pardo,Mestrado,MA,2,Vendas,Gerente
4406,9BC5,Masculino,44,Pardo,Ensino Medio,RS,8,Marketing,Analista Junior
4407,6F32,Masculino,40,Branco,Pos graduacao,MG,0,Operacoes,Analista Senior
4408,C8F9,Masculino,31,Pardo,Ensino Superior,RS,4,Contabilidade,Analista Junior
4409,6478,Masculino,33,Pardo,Ensino Superior,CE,6,Desenvolvimento de Produtos,Analista Pleno
4410,EF92,Masculino,27,Branco,Ensino Superior,TO,0,Marketing,Gerente
4411,BF02,Feminino,28,Branco,Ensino Superior,MG,7,Marketing,Analista Pleno
4412,0AA1,Feminino,21,Pardo,Ensino Superior,RN,5,Marketing,Analista Pleno
4413,DAE1,Masculino,27,Branco,Ensino Superior,RR,10,Desenvolvimento de Produtos,Analista Junior
4415,BA64,Masculino,24,Amarelo,Ensino Superior,RS,,Compras,Analista Pleno
4416,B6A7,Masculino,28,Branco,Ensino Superior,PI,4,Administrativo,Gerente
4417,BD30,Masculino,32,Preto,Ensino Superior,SP,1,Marketing,Analista Senior
4418,F18A,Masculino,35,Branco,Ensino Superior,AL,5,Compras,Analista Senior
4419,B764,Masculino,52,Preto,Doutorado,PR,,Compras,Gerente
4420,C427,Masculino,24,Branco,Pos graduacao,RS,,Vendas,Analista Senior
4421,8E8C,Feminino,27,Branco,Ensino Superior,AM,2,Compras,Analista Pleno
4422,EA22,Masculino,49,Branco,Ensino Superior,MS,10,Operacoes,Analista Senior
4423,0FAB,Masculino,23,Preto,Ensino Superior,MG,4,Desenvolvimento de Produtos,Analista Senior
4424,AB41,Masculino,23,Pardo,Ensino Superior,SE,8,Recursos Humanos,Analista Junior
4425,756A,Masculino,32,Indigena,Ensino Superior,RS,8,Contabilidade,Gerente
4426,CE8D,Masculino,31,Pardo,Mestrado,MA,3,Contabilidade,Analista Pleno
4427,1083,Masculino,34,Pardo,Ensino Superior,TO,,Marketing,Analista Pleno
4428,7EEF,Masculino,28,Pardo,Ensino Superior,MG,3,Operacoes,Analista Senior
4429,8E8D,Masculino,21,Pardo,Ensino Superior,RJ,2,Contabilidade,Analista Junior
4430,9B13,Masculino,35,Pardo,Ensino Superior,SP,10,TI,Analista Junior
4431,7B20,Feminino,18,Branco,Ensino Superior,MS,4,Recursos Humanos,Analista Pleno
4432,14B4,Feminino,21,Branco,Ensino Superior,MG,7,Operacoes,Analista Junior
4433,0582,Masculino,33,Preto,Ensino Superior,RJ,4,Desenvolvimento de Produtos,Analista Pleno
4434,3C67,Masculino,27,Pardo,Ensino Superior,PR,6,TI,Gerente
4435,A3B9,Masculino,46,Pardo,Ensino Superior,GO,7,TI,Estagiario
4436,463D,Masculino,35,Pardo,Ensino Superior,SE,7,Marketing,Analista Senior
4437,5BC0,Masculino,30,Pardo,Ensino Superior,SP,4,Marketing,Gerente
4438,FC1E,Masculino,37,Pardo,Ensino Superior,AL,8,Administrativo,Estagiario
4439,C5F7,Feminino,30,Branco,Ensino Superior,MA,6,TI,Analista Senior
4440,5D59,Feminino,29,Branco,Ensino Superior,SC,0,Desenvolvimento de Produtos,Analista Pleno
4441,650B,Masculino,35,Pardo,Ensino Superior,SP,6,TI,Analista Pleno
4442,1D2C,Masculino,44,Pardo,Ensino Superior,AC,3,Marketing,Gerente
4443,7718,Masculino,20,Preto,Pos graduacao,SP,6,Recursos Humanos,Analista Pleno
4444,C9C4,Feminino,30,Pardo,Mestrado,PI,5,TI,Estagiario
4445,11A8,Feminino,22,Pardo,Mestrado,RS,,Administrativo,Analista Pleno
4446,7355,Masculino,22,Branco,Ensino Superior,ES,,Administrativo,Analista Senior
4447,3EDD,Feminino,29,Branco,Doutorado,RS,7,Administrativo,Analista Junior
4448,FBC7,Masculino,32,Branco,Ensino Superior,RJ,3,Desenvolvimento de Produtos,Estagiario
4449,67DE,Masculino,34,Branco,Ensino Medio,RO,5,Desenvolvimento de Produtos,Estagiario
4450,05FE,Masculino,31,Branco,Ensino Superior,PB,4,TI,Analista Senior
4451,274A,Feminino,27,Pardo,Pos graduacao,RJ,7,Contabilidade,Gerente
4452,D0C6,Masculino,38,Pardo,Ensino Superior,SE,6,Administrativo,Analista Pleno
4453,22E7,Masculino,30,Preto,Ensino Superior,TO,4,Administrativo,Analista Pleno
4454,074C,Masculino,23,Pardo,Mestrado,RN,3,Compras,Gerente
4455,45A0,Masculino,29,Preto,Ensino Superior,RJ,5,Marketing,Analista Junior
4456,1295,Masculino,25,Pardo,Ensino Superior,PR,3,Vendas,Analista Pleno
4457,B917,Masculino,23,Pardo,Doutorado,MG,7,Vendas,Analista Senior
4458,84C0,Masculino,29,Branco,Ensino Superior,RJ,0,Compras,Analista Pleno
4459,4A8D,Masculino,30,Pardo,Ensino Superior,RJ,9,Contabilidade,Analista Pleno
4460,3BC3,Masculino,53,Branco,Ensino Superior,SP,1,Desenvolvimento de Produtos,Analista Junior
4461,224C,Masculino,40,Branco,Ensino Superior,CE,10,Compras,Analista Pleno
4462,43E6,Masculino,44,Branco,Ensino Superior,TO,10,Marketing,Analista Pleno
4463,2C00,Feminino,35,Pardo,Mestrado,MS,14,Vendas,Analista Junior
4464,A031,Masculino,20,Branco,Ensino Superior,AL,4,Contabilidade,Analista Junior
4465,2B03,Masculino,53,Preto,Mestrado,PR,7,Contabilidade,Gerente
4466,16F0,Masculino,45,Branco,Doutorado,AL,6,Compras,Analista Junior
4467,1D17,Masculino,45,Branco,Ensino Superior,RR,7,Desenvolvimento de Produtos,Analista Pleno
4468,A6C4,Feminino,45,Pardo,Doutorado,MG,9,TI,Analista Pleno
4469,D0CE,Masculino,22,Preto,Ensino Superior,AC,6,Marketing,Analista Pleno
4470,C73E,Masculino,33,Branco,Ensino Superior,RJ,5,Contabilidade,Analista Junior
4471,81C8,Masculino,22,Pardo,Ensino Superior,MG,,TI,Analista Pleno
4472,7560,Masculino,20,Branco,Ensino Superior,RJ,,Administrativo,Estagiario
4473,6144,Masculino,22,Pardo,Mestrado,MG,2,Operacoes,Analista Senior
4474,FEE3,Masculino,38,Branco,Ensino Superior,SC,8,Administrativo,Gerente
4475,DA8B,Masculino,43,Preto,Pos graduacao,PR,3,Operacoes,Gerente
4476,A36E,Feminino,25,Pardo,Ensino Superior,MS,8,Vendas,Analista Senior
4477,9A53,Masculino,46,Preto,Mestrado,TO,5,Compras,Estagiario
4478,3561,Masculino,21,Pardo,Ensino Superior,SC,,Administrativo,Analista Pleno
4479,78D2,Masculino,31,Pardo,Mestrado,SP,8,Desenvolvimento de Produtos,Analista Junior
4480,288C,Masculino,38,Pardo,Pos graduacao,RJ,5,Vendas,Analista Pleno
4481,B5DA,Feminino,31,Pardo,Pos graduacao,MA,2,TI,Analista Senior
4482,DB2A,Feminino,33,Preto,Pos graduacao,SC,2,Recursos Humanos,Analista Pleno
4483,4469,Masculino,24,Pardo,Ensino Superior,MG,7,Operacoes,Analista Pleno
4484,7A49,Feminino,24,Pardo,Ensino Superior,PE,4,Compras,Analista Pleno
4485,127B,Masculino,52,Pardo,Ensino Superior,SP,1,Administrativo,Analista Junior
4486,048F,Masculino,22,Pardo,Ensino Superior,PE,7,Administrativo,Gerente
4487,9862,Masculino,20,Pardo,Ensino Superior,AP,2,Administrativo,Analista Pleno
4488,4493,Masculino,25,Branco,Ensino Superior,PA,5,Compras,Analista Pleno
4489,6458,Masculino,37,Pardo,Doutorado,RJ,7,Desenvolvimento de Produtos,Analista Senior
